id,address,postcode,public_body,removal_proposal_sent,public_body_representation_made,bt_initial_decision,bt_initial_decision_date,public_body_review_requested,bt_final_decision,bt_final_decision_date,latitude,longitude,geocoded_postcode,geocoding_status
1712,Adj. No.2 Kenmure Avenue Bishopbriggs Glasgow,G64 2RE,East Dunbartonshire,27/02/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.904631,-4.225137,G64 2RE,ok
1713,Adj. No.5 Rannoch Drive Bearsden Glasgow,G61 2JW,East Dunbartonshire,27/02/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.907602,-4.314505,G61 2JW,ok
1714,Entrance To Water Works Strathblane Road Milngavie Glasgow,G62 8DH,East Dunbartonshire,27/02/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.943346,-4.310632,G62 8DH,ok
1715,Riverside Drive Dundee,DD1 4DB,Dundee City,27/02/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,56.456575,-2.971065,DD1 4DB,ok
1716,Outside Noutside 15-21 Pco2 Stoneybank Terrace Musselburgh,EH21 6LY,East Lothian,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.936581,-3.063411,EH21 6LY,ok
1717,1 Bayswell Road Dunbar,EH42 1AB,East Lothian,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,56.003831,-2.519711,EH42 1AB,ok
1718,Stenton Pitcox Dunbar,EH42 1RQ,East Lothian,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.968769,-2.573166,EH42 1RQ,ok
1719,Outside Co-Op Stores Bottoms Lane Birkenshaw Bradford,BD11 2HL,Kirklees District (B),03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,53.745381,-1.683185,BD11 2HL,ok
1720,Junction Of Halifax Rd/Birkdale Rd/ Newsome Street Dewsbury,WF13 4HE,Kirklees District (B),03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,53.697738,-1.639892,WF13 4HE,ok
1721,Hall Ing Lane Honley Holmfirth,HD9 6QR,Kirklees District (B),03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,53.604904,-1.774213,HD9 6QR,ok
1722,Outside No 10 Broad Lane Huddersfield,HD5 9BX,Kirklees District (B),03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,53.64555,-1.761215,HD5 9BX,ok
1723,Riddings Road Huddersfield,HD2 1HP,Kirklees District (B),03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,53.668657,-1.764581,HD2 1HP,ok
1724,Blackness Linlithgow,EH49 7NL,Falkirk,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,56.003709,-3.522689,EH49 7NL,ok
1725,1 High Street Bonnybridge,FK4 1BX,Falkirk,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,56.001173,-3.889053,FK4 1BX,ok
1726,Huddersfield Road Dewsbury,WF13 3JW,Kirklees District (B),03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,53.679552,-1.657457,WF13 3JW,ok
1727,Glasgow Road Dennyloanhead Bonnybridge,FK4 1QF,Falkirk,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.998352,-3.910596,FK4 1QF,ok
1728,1 Brooke Street Grangemouth,FK3 8SY,Falkirk,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,56.002589,-3.727704,FK3 8SY,ok
1729,Adj.Dental Sur.27E Links Road Port Seton Prestonpans,EH32 0DU,East Lothian,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.972051,-2.951743,EH32 0DU,ok
1730,Opposite Mucklets Ave Whitehill Farm Road Musselburgh,EH21 6PJ,East Lothian,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.934118,-3.069763,EH21 6PJ,ok
1731,Athelstaneford North Berwick,EH39 5BE,East Lothian,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.986979,-2.748066,EH39 5BE,ok
1732,Drem North Berwick,EH39 5AP,East Lothian,03/03/2025,Yes,Remove,03/06/2025,No,Remove,03/06/2025,56.006194,-2.787599,EH39 5AP,ok
1733,Outside Shop Traprain Terrace Haddington,EH41 3QD,East Lothian,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,55.95952,-2.771432,EH41 3QD,ok
1734,Haircraigs/Denny Rd Denny,FK6 5JX,Falkirk,03/03/2025,No,Remove,03/06/2025,No,Remove,03/06/2025,56.008525,-3.908212,FK6 5JX,ok
1735,Junction Moodie St Nethertown Broad Street Dunfermline,KY12 7DS,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.06666,-3.458314,KY12 7DS,ok
1736,Junc Malcolm St St. Andrews Street Dunfermline,KY11 4QN,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.063791,-3.444008,KY11 4QN,ok
1737,Craighead Crescent Newport-On-Tay,DD6 8DZ,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.444072,-2.934411,DD6 8DZ,ok
1738,Junc Townhill Rd Donald Street Dunfermline,KY12 0BY,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.081832,-3.445679,KY12 0BY,ok
1739,Woodhaven Terrace Wormit Newport-On-Tay,DD6 8LD,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.43067,-2.963399,DD6 8LD,ok
1740,Outside Post Office The Square Tomintoul Ballindalloch,AB37 9ET,Moray,04/03/2025,Yes,Remove,04/06/2025,No,Remove,05/06/2025,57.251945,-3.378611,AB37 9ET,ok
1741,Hopelands Road Penicuik,EH26 9LH,Midlothian,04/03/2025,Yes,Retain,27/08/2025,No,Retain,27/08/2025,55.828378,-3.27266,EH26 9LH,ok
1742,Cupar Road Newport-On-Tay,DD6 8AF,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.44024,-2.940967,DD6 8AF,ok
1743,Auchenhalrig Auchenhalrig Spey Bay Fochabers,IV32 7PP,Moray,04/03/2025,Yes,Retain,04/06/2025,No,Retain,04/06/2025,57.642263,-3.053809,IV32 7PP,ok
1744,Outside Post Office Seapark Forres,IV36 3TT,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.634533,-3.572466,IV36 3TT,ok
1745,Outside Town Hall High Street Lossiemouth,IV31 6AA,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.721706,-3.281942,IV31 6AA,ok
1746,Frances Row Boreland Dysart Kirkcaldy,KY1 2YL,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.138861,-3.123573,KY1 2YL,ok
1747,Melrose Crescent Kirkcaldy,KY2 5BN,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.121705,-3.158974,KY2 5BN,ok
1748,Junc Mid St St. Clair Street Kirkcaldy,KY1 2QE,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.121674,-3.14202,KY1 2QE,ok
1749,Outside Telephone Exchange Canmore Street Dunfermline,KY12 7NU,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.070214,-3.460151,KY12 7NU,ok
1750,Outside Police Station Main Street Newmills Dunfermline,KY12 8SS,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.059637,-3.585421,KY12 8SS,ok
1751,South Row Charlestown Dunfermline,KY11 3EF,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.036276,-3.498996,KY11 3EF,ok
1752,At St Lawrence St Belville Street Greenock,PA15 4UN,Inverclyde,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.942047,-4.739088,PA15 4UN,ok
1753,Junc Tweedale Drive Aberdour Road Dunfermline,KY11 4PD,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.06171,-3.441424,KY11 4PD,ok
1754,Main Street Hill Of Beath Cowdenbeath,KY4 8DP,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.096041,-3.367301,KY4 8DP,ok
1755,Glebe Park Inverkeithing,KY11 1LT,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.025741,-3.402313,KY11 1LT,ok
1756,Outside Post Office Naughton Road Wormit Newport-On-Tay,DD6 8NF,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,,,,not_found
1757,Grange St. Andrews,KY16 8LJ,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.32049,-2.779766,KY16 8LJ,ok
1758,31 Hepburn Gardens Junction Buchanan Gardens St. Andrews,KY16 9LT,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.332782,-2.819932,KY16 9LT,ok
1759,Outside East End Park Halbeath Road Dunfermline,KY12 7RS,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.076655,-3.436552,KY12 7RS,ok
1760,Junc Berrylaw Place William Street Dunfermline,KY12 8AS,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.071619,-3.473442,KY12 8AS,ok
1761,Junc Alexandra St Arthur Street Dunfermline,KY12 0JJ,Fife,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,56.078759,-3.452521,KY12 0JJ,ok
1762,Kinloss Forres,IV36 2UE,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.632009,-3.557886,IV36 2UE,ok
1763,The Square Dufftown Keith,AB55 4AD,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.445074,-3.128774,AB55 4AD,ok
1764,The Square Aberlour,AB38 9PX,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.470562,-3.225749,AB38 9PX,ok
1765,Dunbar Street Lossiemouth,IV31 6AN,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.72023,-3.291106,IV31 6AN,ok
1766,Farquhar St/Harbour St Farquhar Street Hopeman Elgin,IV30 5SL,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.705572,-3.43756,IV30 5SL,ok
1767,Telephone Exchange Victoria Street Craigellachie Aberlour,AB38 9SR,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.489674,-3.188671,AB38 9SR,ok
1768,Seatown Lossiemouth,IV31 6JJ,Moray,04/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,57.716125,-3.281375,IV31 6JJ,ok
1769,Craster Close Blyth,NE24 5DU,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.123448,-1.528489,NE24 5DU,ok
1770,Bt Payphone Plessey Road Blyth,NE24 3NW,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.118765,-1.512316,NE24 3NW,ok
1771,Nr Bus Station High Street Wooler,NE71 6BG,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.546965,-2.016845,NE71 6BG,ok
1772,Beadnell Harbour Road Seahouses,NE68 7RN,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.582196,-1.651695,NE68 7RN,ok
1773,Outside Post Office West Road Ovingham Prudhoe,NE42 6AQ,Northumberland,05/03/2025,Yes,Remove,04/06/2025,No,Remove,04/06/2025,54.967807,-1.870055,NE42 6AQ,ok
1774,Junc Callaly High House Road To Whittingham Alnwick,NE66 4RN,Northumberland,05/03/2025,Yes,Remove,04/06/2025,No,Remove,04/06/2025,55.401678,-1.871103,NE66 4RN,ok
1775,Allenheads Hexham,NE47 9HN,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,54.802293,-2.219811,NE47 9HN,ok
1776,By Main Road Arnison Terrace Allendale Hexham,NE47 9BW,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,54.896609,-2.254488,NE47 9BW,ok
1777,Outside Post Office Norham Berwick-Upon-Tweed,TD15 2JZ,Northumberland,05/03/2025,Yes,Retain,04/06/2025,No,Retain,04/06/2025,55.71775,-2.165812,TD15 2JZ,ok
1778,Opp.84 Main Street Spittal Berwick-Upon-Tweed,TD15 1RD,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.75656,-1.992353,TD15 1RD,ok
1779,Outside No 38 Bondgate Within Alnwick,NE66 1SX,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.412803,-1.705272,NE66 1SX,ok
1780,Lesbury Alnwick,NE66 3AX,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.39826,-1.627809,NE66 3AX,ok
1781,Elsdon Newcastle Upon Tyne,NE19 1AA,Northumberland,05/03/2025,Yes,Retain,04/06/2025,No,Retain,04/06/2025,55.233105,-2.103,NE19 1AA,ok
1782,Drumelzier Sub Post Office Broughton Biggar,ML12 6JD,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.593674,-3.373085,ML12 6JD,ok
1783,Bedrule Farm Hawick,TD9 8TE,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.452376,-2.636201,TD9 8TE,ok
1784,Telephone Exchange Hawick,TD9 0LE,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.361566,-2.887218,TD9 0LE,ok
1785,Ellemford Longformacus Duns,TD11 3SG,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.835624,-2.431968,TD11 3SG,ok
1786,Near Manderston In Buxley Duns,TD11 3PP,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.789856,-2.301939,TD11 3PP,ok
1787,Outside No 171 Pco2 Main Street Spittal Berwick-Upon-Tweed,TD15 1RD,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.75656,-1.992353,TD15 1RD,ok
1788,Main St Gavinton Duns,TD11 3QT,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.762608,-2.369933,TD11 3QT,ok
1789,Old Smiddy Cottage Hutton Berwick-Upon-Tweed,TD15 1TS,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.777989,-2.148755,TD15 1TS,ok
1790,Outside The Cross Inn Paxton Berwick-Upon-Tweed,TD15 1TE,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.770639,-2.105835,TD15 1TE,ok
1791,Ladykirk Berwick-Upon-Tweed,TD15 1SU,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.710842,-2.183496,TD15 1SU,ok
1792,Junction Of Codsall Road Meadow Walk Cradley Heath,B64 7EG,Sandwell District (B),05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,52.468995,-2.07501,B64 7EG,ok
1793,Junction Price Street Cutler Street Smethwick,B66 3RR,Sandwell District (B),05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,52.494535,-1.961272,B66 3RR,ok
1794,Mill Road Brownhills Walsall,WS8 6BE,Walsall District (B),05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,52.646759,-1.922651,WS8 6BE,ok
1795,Nr No 109 (Little Hulton) Captain Fold Road Little Hulton Manchester,M38 9UB,Salford District (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,53.537855,-2.430437,M38 9UB,ok
1796,Junction Mountain Street Bolton Road Worsley Manchester,M28 3QB,Salford District (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,53.530093,-2.40076,M28 3QB,ok
1797,Outside Post Office Pco2 Giffard Drive Farnborough,GU14 8PX,Rushmoor District (B),05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,51.298837,-0.770493,GU14 8PX,ok
1798,Outside Community Centre Mayfield Road Farnborough,GU14 8LH,Rushmoor District (B),05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,51.303349,-0.760948,GU14 8LH,ok
1799,Junction Of Bacup Road Cowpe Road Waterfoot Rossendale,BB4 7EA,Rossendale District (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,53.683548,-2.244997,BB4 7EA,ok
1800,Adjacent No 39 Souter Court Wardle Edge Rochdale,OL12 9EZ,Rochdale District (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,53.6354,-2.137508,OL12 9EZ,ok
1801,Junction Kirkway Conway Close Middleton Manchester,M24 1FN,Rochdale District (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,53.542335,-2.195498,M24 1FN,ok
1802,Junction St Barbabas Rd/Grove Rd Grove Road Emmer Green Reading,RG4 8LN,Reading (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,51.483201,-0.969955,RG4 8LN,ok
1803,Usk Road Tilehurst Reading,RG30 4HG,Reading (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,51.44988,-1.028383,RG30 4HG,ok
1804,Junction Addington Road Erleigh Road Reading,RG1 5LR,Reading (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,51.450746,-0.955503,RG1 5LR,ok
1805,Shopping Comp/Opposite Durham Cl Northumberland Avenue Reading,RG2 8LZ,Reading (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,51.423146,-0.959152,RG2 8LZ,ok
1806,Junction Sterte Road Sterte Close Poole,BH15 2AT,Poole (B),05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,50.724372,-1.986369,BH15 2AT,ok
1807,Adjacent To 56 Lane House (Shop) Lanehouse Trawden Colne,BB8 8SW,Pendle District (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,53.840717,-2.13358,BB8 8SW,ok
1808,Heath End Road Nuneaton,CV10 7JQ,Nuneaton and Bedworth District (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,52.51362,-1.47584,CV10 7JQ,ok
1809,Junction Of Marner Rd Mount Pleasant Road Bedworth,CV12 8HA,Nuneaton and Bedworth District (B),05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,52.484767,-1.481161,CV12 8HA,ok
1810,Nenthorn Kelso,TD5 7RY,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.628541,-2.510141,TD5 7RY,ok
1811,Fans Farm Earlston,TD4 6BD,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.65652,-2.616066,TD4 6BD,ok
1812,Main Street Kirk Yetholm Kelso,TD5 8PE,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.54677,-2.276789,TD5 8PE,ok
1813,Village Green High Street Town Yetholm Kelso,TD5 8RG,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.544479,-2.288041,TD5 8RG,ok
1814,Uax Site Telephone Exchange Tweedholm Avenue East Walkerburn,EH43 6AP,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.624453,-3.008139,EH43 6AP,ok
1815,Outside Glen Post Office High Street Innerleithen,EH44 6HD,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.618806,-3.063901,EH44 6HD,ok
1816,Gattonside Melrose,TD6 9LY,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.610115,-2.737523,TD6 9LY,ok
1817,Magdala Terrace Galashiels,TD1 2HS,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.622877,-2.816573,TD1 2HS,ok
1818,Main Street Swinton Duns,TD11 3JJ,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.720301,-2.263865,TD11 3JJ,ok
1819,Fogo Village Opposite Fogo Nursery Duns,TD11 3RA,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.735803,-2.35541,TD11 3RA,ok
1820,Main Street Leitholm Coldstream,TD12 4JN,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.690376,-2.335576,TD12 4JN,ok
1821,Main Street East End Chirnside Duns,TD11 3XX,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.802947,-2.201349,TD11 3XX,ok
1822,The Crofts Ayton Eyemouth,TD14 5QT,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.843724,-2.123358,TD14 5QT,ok
1823,Lower Burnmouth Burnmouth Eyemouth,TD14 5SP,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.840813,-2.065721,TD14 5SP,ok
1824,War Memorial Spiers Place High Street Eyemouth,TD14 5HB,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.872568,-2.090513,TD14 5HB,ok
1825,Midlem Lilliesleaf Melrose,TD6 9EL,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.525347,-2.735729,TD6 9EL,ok
1826,Abbey Place At Jail Junction Castlegate Jedburgh,TD8 6AS,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.477161,-2.556342,TD8 6AS,ok
1827,Outside Post Office Byrness Village Newcastle Upon Tyne,NE19 1TR,Northumberland,05/03/2025,Yes,Remove,04/06/2025,No,Remove,04/06/2025,55.314577,-2.362314,NE19 1TR,ok
1828,Bonjedward Jedburgh,TD8 6SJ,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.50122,-2.549446,TD8 6SJ,ok
1829,Outside Post Office Bowden Melrose,TD6 0SS,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.566673,-2.708007,TD6 0SS,ok
1830,Outside Comrades Club North Seaton Road Ashington,NE63 0DY,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.179865,-1.568353,NE63 0DY,ok
1831,Outside Post Office Gibson Street Newbiggin-By-The-Sea,NE64 6PE,Northumberland,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.182364,-1.515812,NE64 6PE,ok
1832,Main Street St. Boswells Melrose,TD6 0AP,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.571918,-2.645063,TD6 0AP,ok
1833,Heatherlie Terrace Selkirk,TD7 5AH,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.547506,-2.848276,TD7 5AH,ok
1834,Scotts Place Selkirk,TD7 4LN,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.54915,-2.837867,TD7 4LN,ok
1835,Nr Philiphaugh Comm School Linglie Road Selkirk,TD7 5BA,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.549555,-2.857291,TD7 5BA,ok
1836,Junction Green Terrace Heatherlie Terrace Selkirk,TD7 5AH,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.547506,-2.848276,TD7 5AH,ok
1837,Near Stobo Schoolhouse Peebles,EH45 8NA,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.647896,-3.147351,EH45 8NA,ok
1838,Pc01 High Street Peebles,EH45 8AN,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.651344,-3.190979,EH45 8AN,ok
1839,Lay-By Outside No 6 Edinburgh Road Lauder,TD2 6TW,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.722513,-2.755083,TD2 6TW,ok
1840,Outside Post Office 18 Market Place Lauder,TD2 6SR,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.719379,-2.748958,TD2 6SR,ok
1841,Cessford Kelso,TD5 8EG,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.506167,-2.423586,TD5 8EG,ok
1842,Bowden Road Newtown St. Boswells Melrose,TD6 0PS,Scottish Borders,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.575969,-2.675233,TD6 0PS,ok
1843,Millier Road Cleeve Bristol,BS49 4NL,North Somerset,05/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,51.386787,-2.784178,BS49 4NL,ok
1844,Entrance To Car Park Haggerston Berwick-Upon-Tweed,TD15 2NZ,Northumberland,05/03/2025,Yes,Remove,04/06/2025,No,Remove,04/06/2025,55.68682,-1.936365,TD15 2NZ,ok
1845,Castlehill Road Overtown Wishaw,ML2 0QS,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.754953,-3.913285,ML2 0QS,ok
1846,Junction Laburnum Rd Burnhead Street Uddingston Glasgow,G71 5RS,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.828625,-4.059624,G71 5RS,ok
1847,Lincoln Road North Hykeham Lincoln,LN6 8NJ,North Kesteven District,05/03/2025,Yes,Remove,04/06/2025,No,Remove,04/06/2025,53.184182,-0.584849,LN6 8NJ,ok
1848,Lincoln Road Ruskington Sleaford,NG34 9AR,North Kesteven District,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,53.048511,-0.396427,NG34 9AR,ok
1849,Junction North Parade Lincoln Road Sleaford,NG34 8AA,North Kesteven District,05/03/2025,Yes,Remove,04/06/2025,No,Remove,04/06/2025,53.006437,-0.415215,NG34 8AA,ok
1850,Central Stn/Opp. Gatehouse Heritage Way Coatbridge,ML5 1QD,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.863398,-4.031949,ML5 1QD,ok
1851,Outside 284 Muiryhall St Muiryhall Street East Coatbridge,ML5 3NS,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.86175,-4.011344,ML5 3NS,ok
1852,London Road Bracebridge Heath Lincoln,LN4 2LA,North Kesteven District,05/03/2025,Yes,Remove,04/06/2025,No,Remove,04/06/2025,53.196529,-0.535297,LN4 2LA,ok
1853,At Skye Drive Tiree Drive Cumbernauld Glasgow,G67 1NX,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.939602,-4.005309,G67 1NX,ok
1854,Lochend Road Gartcosh Glasgow,G69 8AY,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.890565,-4.08248,G69 8AY,ok
1855,Hillhead Drive Motherwell,ML1 4AH,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.803457,-3.975021,ML1 4AH,ok
1856,Merry Street Motherwell,ML1 4DA,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.800471,-3.969556,ML1 4DA,ok
1857,Glasgow Road Wishaw,ML2 7QJ,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.775568,-3.931085,ML2 7QJ,ok
1858,Berryhill Road Cumbernauld Glasgow,G67 1LY,North Lanarkshire,05/03/2025,No,Remove,04/06/2025,No,Remove,04/06/2025,55.947258,-3.999812,G67 1LY,ok
1859,Adj. No.2 Forrest Lane Carstairs Lanark,ML11 8QB,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.695852,-3.688766,ML11 8QB,ok
1860,Beechgrove Street Rigside Lanark,ML11 9LU,South Lanarkshire,06/03/2025,No,Remove,05/06/2025,No,Remove,05/06/2025,55.596634,-3.782551,ML11 9LU,ok
